symbol,time_str,std,direction,score,entry,dmi_1h,dmi_4h,dmi_1d,sw_1h,sw_4h,sw_1d,srsi_1h,srsi_4h,srsi_1d,adx_1h,adx_4h,adx_1d,macd_1h,macd_4h,macd_1d,bbp_1h,bbp_4h,bbp_1d,cci_1h,cci_4h,cci_1d,ema_1h,ema_4h,ema_1d,boll_1h,boll_4h,boll_1d,cci_dir_1h,cci_dir_4h,cci_dir_1d,win_4H,pct_4H,win_12H,pct_12H,win_24H,pct_24H
APT-USDT,2026-04-04 20:00,摆动点,多,6,0.8477,空,空,空,多,多,多,80.2478,66.0085,0.0219,26.5025,41.5293,16.6684,-0.0013,-0.0162,-0.0348,0.7529,0.3535,0.1005,80.3609,-56.8350,-135.8131,空,空,空,空,N/A,多,多,空,多,0,-0.0944,0,-1.6987,0,-1.5218
APT-USDT,2026-04-04 21:00,摆动点,多,6,0.8479,空,空,空,多,多,多,81.7657,66.0085,0.0219,24.9598,41.5293,16.6684,-0.0011,-0.0162,-0.0348,0.7637,0.3535,0.1005,97.3015,-56.8350,-135.8131,空,空,空,空,N/A,多,多,空,多,1,0.0472,0,-1.4860,0,-1.7219
APT-USDT,2026-04-04 22:00,摆动点,多,6,0.8489,空,空,空,多,多,多,89.4726,66.0085,0.0219,23.3801,41.5293,16.6684,-0.0008,-0.0162,-0.0348,0.8365,0.3535,0.1005,104.8944,-56.8350,-135.8131,空,空,空,空,N/A,多,空,空,多,0,-0.1649,0,-1.8612,0,-0.7893
APT-USDT,2026-04-04 23:00,摆动点,多,6,0.8498,空,空,空,多,多,多,96.0763,66.0085,0.0219,22.1404,41.5293,16.6684,-0.0006,-0.0162,-0.0348,0.8780,0.3535,0.1005,92.6400,-56.8350,-135.8131,空,空,空,空,N/A,多,多,空,多,0,-0.5766,0,-1.8357,1,0.0588
APT-USDT,2026-04-05 00:00,摆动点,多,6,0.8469,空,空,空,多,多,多,62.1599,46.9935,0.0219,21.1901,41.4113,16.6684,-0.0006,-0.0156,-0.0348,0.5907,0.2665,0.1005,46.8668,-69.2538,-135.8131,空,空,空,N/A,多,多,多,空,多,0,-0.4959,0,-1.5350,1,0.1181
APT-USDT,2026-04-05 01:00,摆动点,多,6,0.8483,空,空,空,多,多,多,71.3336,46.9935,0.0219,20.3076,41.4113,16.6684,-0.0005,-0.0156,-0.0348,0.7026,0.2665,0.1005,42.9312,-69.2538,-135.8131,空,空,空,空,多,多,多,空,多,0,-1.2260,0,-1.4146,0,-0.3419
APT-USDT,2026-04-05 02:00,摆动点,多,6,0.8475,空,空,空,多,多,多,56.2582,46.9935,0.0219,19.5203,41.4113,16.6684,-0.0004,-0.0156,-0.0348,0.6087,0.2665,0.1005,21.5054,-69.2538,-135.8131,空,空,空,N/A,多,多,多,空,多,0,-1.2271,0,-1.4513,1,0.9912
APT-USDT,2026-04-05 03:00,摆动点,多,6,0.8449,空,空,空,多,多,多,26.7147,46.9935,0.0219,19.2078,41.4113,16.6684,-0.0006,-0.0156,-0.0348,0.3361,0.2665,0.1005,-38.1131,-69.2538,-135.8131,空,空,空,N/A,多,多,空,空,多,0,-1.3493,0,-0.9824,1,0.9350
APT-USDT,2026-04-05 04:00,摆动点,多,8,0.8427,空,空,空,多,多,多,10.6619,18.4823,0.0219,19.5817,42.1208,16.6684,-0.0009,-0.0159,-0.0348,0.0656,-0.0099,0.1005,-129.5306,-140.1578,-135.8131,空,空,空,多,多,多,多,多,多,0,-1.1155,0,-1.1036,1,1.1985
APT-USDT,2026-04-05 05:00,摆动点,多,8,0.8379,空,空,空,多,多,多,1.4204,18.4823,0.0219,21.1335,42.1208,16.6684,-0.0015,-0.0159,-0.0348,-0.2760,-0.0099,0.1005,-256.2555,-140.1578,-135.8131,空,空,空,多,多,多,多,多,多,0,-0.3103,0,-0.5848,1,1.6470
APT-USDT,2026-04-05 06:00,摆动点,多,7,0.8371,空,空,空,多,多,多,0.0000,18.4823,0.0219,23.5851,42.1208,16.6684,-0.0021,-0.0159,-0.0348,-0.1574,-0.0099,0.1005,-323.3386,-140.1578,-135.8131,空,空,空,多,多,多,多,多,多,0,-0.4778,0,-0.2509,1,1.7800
APT-USDT,2026-04-05 07:00,摆动点,多,7,0.8335,空,空,空,多,多,多,0.0000,18.4823,0.0219,25.8616,42.1208,16.6684,-0.0027,-0.0159,-0.0348,-0.1847,-0.0099,0.1005,-250.5939,-140.1578,-135.8131,空,空,空,多,多,多,多,多,多,1,0.0840,1,0.1320,1,2.9514
APT-USDT,2026-04-05 08:00,摆动点,多,6,0.8333,空,空,空,空,多,多,0.0000,10.8983,0.0219,27.9754,42.7796,16.6684,-0.0033,-0.0158,-0.0348,-0.0640,0.0688,0.1005,-198.3436,-145.6851,-135.8131,空,空,空,多,多,多,多,多,多,1,0.0720,1,0.1800,1,3.3961
APT-USDT,2026-04-05 09:00,摆动点,多,7,0.8353,空,空,空,空,多,多,13.4397,10.8983,0.0219,29.5461,42.7796,16.6684,-0.0035,-0.0158,-0.0348,0.0900,0.0688,0.1005,-141.5624,-145.6851,-135.8131,空,空,空,多,多,多,多,多,多,1,0.1197,0,-0.2394,1,4.2619
APT-USDT,2026-04-05 10:00,摆动点,多,7,0.8331,空,空,空,空,多,多,9.6116,10.8983,0.0219,30.1696,42.7796,16.6684,-0.0038,-0.0158,-0.0348,0.0582,0.0688,0.1005,-119.1854,-145.6851,-135.8131,空,空,空,多,多,多,多,多,多,1,0.2521,1,1.0923,1,5.1134
APT-USDT,2026-04-05 11:00,摆动点,多,7,0.8342,空,空,空,空,多,多,18.5209,10.8983,0.0219,31.0422,42.7796,16.6684,-0.0039,-0.0158,-0.0348,0.1485,0.0688,0.1005,-114.7525,-145.6851,-135.8131,空,空,空,多,多,多,多,多,多,1,0.2877,1,1.9300,1,4.8070
APT-USDT,2026-04-05 12:00,摆动点,多,6,0.8339,空,空,空,空,多,多,17.4799,21.0359,0.0219,32.5811,43.3914,16.6684,-0.0039,-0.0154,-0.0348,0.1720,0.1591,0.1005,-110.7709,-129.0178,-135.8131,空,空,空,多,多,多,多,多,多,0,-0.0600,1,1.6789,1,4.2331
APT-USDT,2026-04-05 14:00,摆动点,多,6,0.8352,空,空,空,多,多,多,38.5840,21.0359,0.0219,34.4502,43.3914,16.6684,-0.0036,-0.0154,-0.0348,0.2686,0.1591,0.1005,-51.8480,-129.0178,-135.8131,空,空,空,多,多,多,空,多,多,0,-0.0239,1,2.4784,1,3.2807
APT-USDT,2026-04-05 15:00,摆动点,多,6,0.8366,空,空,空,多,多,多,55.7059,21.0359,0.0219,33.3368,43.3914,16.6684,-0.0034,-0.0154,-0.0348,0.3423,0.1591,0.1005,-37.0915,-129.0178,-135.8131,空,空,空,N/A,多,多,空,多,多,0,-0.2391,1,1.9364,1,3.3110
APT-USDT,2026-04-05 16:00,摆动点,多,6,0.8334,空,空,空,多,多,多,48.6047,24.2247,13.1933,32.3030,43.9594,16.7774,-0.0034,-0.0151,-0.0349,0.2413,0.1454,0.2313,-49.7620,-119.0709,-98.3203,空,空,空,多,多,多,空,多,空,1,0.1680,1,2.3278,1,3.4677
APT-USDT,2026-04-05 17:00,摆动点,多,6,0.8330,空,空,空,多,多,多,54.3549,24.2247,13.1933,31.6033,43.9594,16.7774,-0.0035,-0.0151,-0.0349,0.2504,0.1454,0.2313,-71.2708,-119.0709,-98.3203,空,空,空,多,多,多,空,多,空,1,0.0360,1,2.2449,1,3.1573
APT-USDT,2026-04-05 18:00,摆动点,多,6,0.8350,空,空,空,多,多,多,80.5240,24.2247,13.1933,30.6802,43.9594,16.7774,-0.0033,-0.0151,-0.0349,0.3517,0.1454,0.2313,-53.6022,-119.0709,-98.3203,空,空,空,N/A,多,多,空,多,空,1,0.8623,1,2.0359,1,2.8743
APT-USDT,2026-04-05 19:00,摆动点,多,6,0.8346,空,空,空,多,多,多,84.7789,24.2247,13.1933,29.3203,43.9594,16.7774,-0.0031,-0.0151,-0.0349,0.3523,0.1454,0.2313,-49.6121,-119.0709,-98.3203,空,空,空,N/A,多,多,空,多,空,1,1.8811,1,2.8157,1,2.5401
APT-USDT,2026-04-05 20:00,摆动点,多,6,0.8348,空,空,空,多,多,多,93.5395,76.1877,13.1933,28.0574,42.9482,16.7774,-0.0030,-0.0134,-0.0349,0.3815,0.5484,0.2313,-44.8811,-43.3574,-98.3203,空,空,空,N/A,N/A,多,空,空,空,1,1.5692,1,3.2103,1,2.7911
APT-USDT,2026-04-05 21:00,摆动点,多,6,0.8333,空,空,空,多,多,多,78.3627,76.1877,13.1933,27.6925,42.9482,16.7774,-0.0029,-0.0134,-0.0349,0.3132,0.5484,0.2313,-75.1022,-43.3574,-98.3203,空,空,空,N/A,N/A,多,空,空,空,1,1.4521,1,4.5122,1,2.2201
APT-USDT,2026-04-05 22:00,摆动点,多,6,0.8422,多,空,空,多,多,多,94.2738,76.1877,13.1933,26.2411,42.9482,16.7774,-0.0021,-0.0134,-0.0349,0.9600,0.5484,0.2313,72.0268,-43.3574,-98.3203,空,空,空,空,N/A,多,多,空,空,1,1.6267,1,3.9777,0,-0.4393
APT-USDT,2026-04-05 23:00,摆动点,多,6,0.8503,多,空,空,多,多,多,95.2667,76.1877,13.1933,26.2817,42.9482,16.7774,-0.0009,-0.0134,-0.0349,1.3380,0.5484,0.2313,277.8603,-43.3574,-98.3203,空,空,空,空,N/A,多,空,空,空,1,0.2940,1,2.8225,0,-1.3760
APT-USDT,2026-04-06 00:00,摆动点,多,6,0.8479,多,空,空,多,多,多,90.7517,87.8693,13.1933,27.2307,41.0098,16.7774,-0.0000,-0.0118,-0.0349,1.1038,0.6121,0.2313,302.1970,29.3398,-98.3203,空,空,空,空,N/A,多,空,多,空,1,0.5779,1,2.5121,0,-1.1912
APT-USDT,2026-04-06 01:00,摆动点,多,6,0.8454,多,空,空,多,多,多,79.4496,87.8693,13.1933,27.1370,41.0098,16.7774,0.0004,-0.0118,-0.0349,0.9175,0.6121,0.2313,167.9528,29.3398,-98.3203,多,空,空,空,N/A,多,空,多,空,1,0.7452,1,2.3184,0,-1.6205
APT-USDT,2026-04-06 02:00,摆动点,多,6,0.8559,多,空,空,多,多,多,93.1284,87.8693,13.1933,28.0346,41.0098,16.7774,0.0016,-0.0118,-0.0349,1.1884,0.6121,0.2313,213.4955,29.3398,-98.3203,多,空,空,空,N/A,多,空,多,空,0,-0.4557,1,0.7828,0,-2.4769
APT-USDT,2026-04-06 03:00,摆动点,多,6,0.8528,多,空,空,多,多,多,85.2534,87.8693,13.1933,28.9066,41.0098,16.7774,0.0023,-0.0118,-0.0349,0.9836,0.6121,0.2313,178.0417,29.3398,-98.3203,多,空,空,空,N/A,多,空,多,空,1,0.6215,1,1.3485,0,-2.1576
APT-USDT,2026-04-06 04:00,摆动点,多,6,0.8528,多,空,空,多,多,多,87.2663,100.0000,13.1933,29.3009,39.1367,16.7774,0.0027,-0.0099,-0.0349,0.9214,0.7515,0.2313,128.0793,66.2139,-98.3203,多,空,空,空,空,多,空,多,空,1,1.0319,1,1.1140,0,-2.0755
APT-USDT,2026-04-06 05:00,摆动点,多,6,0.8517,多,空,空,多,多,多,80.9379,100.0000,13.1933,29.7804,39.1367,16.7774,0.0030,-0.0099,-0.0349,0.8439,0.7515,0.2313,112.0329,66.2139,-98.3203,多,空,空,空,空,多,空,多,空,1,2.2543,1,0.8923,0,-2.2661
APT-USDT,2026-04-06 06:00,摆动点,多,6,0.8520,多,空,空,多,多,多,80.6672,100.0000,13.1933,29.7672,39.1367,16.7774,0.0032,-0.0099,-0.0349,0.8172,0.7515,0.2313,91.9251,66.2139,-98.3203,多,空,空,空,空,多,多,多,空,1,2.7817,1,0.8216,0,-2.3944
APT-USDT,2026-04-06 07:00,摆动点,多,6,0.8581,多,空,空,多,多,多,92.2202,100.0000,13.1933,30.2519,39.1367,16.7774,0.0038,-0.0099,-0.0349,0.9366,0.7515,0.2313,107.3517,66.2139,-98.3203,多,空,空,空,空,多,空,多,空,1,1.8879,0,-0.2680,0,-2.7503
APT-USDT,2026-04-06 08:00,摆动点,多,6,0.8616,多,多,空,多,多,多,96.4355,100.0000,13.1933,31.5213,37.3866,16.7774,0.0045,-0.0070,-0.0349,0.9624,1.1039,0.2313,140.4163,192.7089,-98.3203,多,空,空,空,空,多,空,空,空,1,0.8821,0,-0.4062,0,-3.1569
APT-USDT,2026-04-06 09:00,摆动点,多,6,0.8709,多,多,空,多,多,多,99.7589,100.0000,13.1933,33.2870,37.3866,16.7774,0.0058,-0.0070,-0.0349,1.0740,1.1039,0.2313,169.1082,192.7089,-98.3203,多,空,空,空,空,多,空,空,空,0,-0.6775,0,-2.1931,0,-3.9499
APT-USDT,2026-04-06 10:00,摆动点,多,6,0.8757,多,多,空,多,多,多,100.0000,100.0000,13.1933,35.2207,37.3866,16.7774,0.0071,-0.0070,-0.0349,1.0610,1.1039,0.2313,183.6375,192.7089,-98.3203,多,空,空,空,空,多,空,空,空,0,-1.4959,0,-4.2480,0,-4.9903
APT-USDT,2026-04-06 11:00,摆动点,多,6,0.8743,多,多,空,多,多,多,92.6953,100.0000,13.1933,37.0162,37.3866,16.7774,0.0079,-0.0070,-0.0349,0.9589,1.1039,0.2313,159.1403,192.7089,-98.3203,多,空,空,空,空,多,空,空,空,0,-1.1438,0,-4.0833,0,-5.1012
APT-USDT,2026-04-06 12:00,摆动点,多,6,0.8692,多,多,空,多,多,多,64.6268,85.5312,13.1933,37.3380,35.7304,16.7774,0.0080,-0.0055,-0.0349,0.8279,0.8656,0.2313,125.5974,158.3956,-98.3203,多,空,空,空,空,多,空,空,空,0,-0.7938,0,-3.6125,0,-4.3833
APT-USDT,2026-04-06 13:00,摆动点,多,6,0.8650,多,多,空,多,多,多,37.4695,85.5312,13.1933,36.8448,35.7304,16.7774,0.0077,-0.0055,-0.0349,0.7269,0.8656,0.2313,79.5431,158.3956,-98.3203,多,空,空,空,空,多,多,空,空,0,-0.6590,0,-3.8497,0,-4.2543
APT-USDT,2026-04-06 14:00,摆动点,多,7,0.8626,多,多,空,多,多,多,16.1934,85.5312,13.1933,35.4705,35.7304,16.7774,0.0072,-0.0055,-0.0349,0.6611,0.8656,0.2313,53.7999,158.3956,-98.3203,多,空,空,N/A,空,多,多,空,空,0,-0.4173,0,-3.2344,0,-4.2662
APT-USDT,2026-04-06 15:00,摆动点,多,7,0.8643,多,多,空,多,多,多,9.8376,85.5312,13.1933,34.1944,35.7304,16.7774,0.0068,-0.0055,-0.0349,0.6755,0.8656,0.2313,53.2185,158.3956,-98.3203,多,空,空,N/A,空,多,多,空,空,0,-0.9835,0,-3.4594,0,-4.9636
APT-USDT,2026-04-06 16:00,摆动点,多,7,0.8623,多,多,空,多,多,多,2.3738,71.1044,3.2983,32.9377,33.8819,17.0402,0.0063,-0.0049,-0.0380,0.6134,0.6933,0.1238,34.2517,92.1249,-109.0881,多,空,空,N/A,N/A,多,多,多,多,0,-0.4871,0,-3.1544,0,-4.4068
APT-USDT,2026-04-06 17:00,摆动点,多,7,0.8593,多,多,空,多,多,多,1.2922,71.1044,3.2983,31.0536,33.8819,17.0402,0.0056,-0.0049,-0.0380,0.5158,0.6933,0.1238,5.2906,92.1249,-109.0881,多,空,空,N/A,N/A,多,多,多,多,0,-0.8728,0,-3.1305,0,-3.3050
APT-USDT,2026-04-06 18:00,摆动点,多,6,0.8590,多,多,空,多,多,多,0.0000,71.1044,3.2983,29.3342,33.8819,17.0402,0.0050,-0.0049,-0.0380,0.4835,0.6933,0.1238,4.4384,92.1249,-109.0881,多,空,空,N/A,N/A,多,多,多,多,0,-2.3865,0,-3.1898,0,-4.0745
APT-USDT,2026-04-06 19:00,摆动点,多,6,0.8558,空,多,空,多,多,多,0.0000,71.1044,3.2983,27.3222,33.8819,17.0402,0.0041,-0.0049,-0.0380,0.3773,0.6933,0.1238,-35.9273,92.1249,-109.0881,多,空,空,N/A,N/A,多,空,多,多,0,-2.0098,0,-2.4889,0,-2.3720
APT-USDT,2026-04-06 20:00,摆动点,多,7,0.8581,空,空,空,多,多,多,6.4634,46.7509,3.2983,25.4539,32.7085,17.0402,0.0036,-0.0058,-0.0380,0.4278,0.2736,0.1238,-32.8455,-43.6712,-109.0881,多,空,空,N/A,多,多,空,空,多,0,-2.3657,0,-2.7619,0,-2.9251
APT-USDT,2026-04-06 21:00,摆动点,多,7,0.8518,空,空,空,多,多,多,1.6158,46.7509,3.2983,24.5735,32.7085,17.0402,0.0027,-0.0058,-0.0380,0.1944,0.2736,0.1238,-82.5673,-43.6712,-109.0881,多,空,空,多,多,多,空,空,多,0,-2.3597,0,-1.7962,0,-0.1291
APT-USDT,2026-04-06 22:00,摆动点,多,7,0.8385,空,空,空,多,多,多,1.6158,46.7509,3.2983,25.0485,32.7085,17.0402,0.0009,-0.0058,-0.0380,-0.1138,0.2736,0.1238,-169.4657,-43.6712,-109.0881,多,空,空,多,多,多,多,空,多,0,-0.4532,0,-0.7752,1,4.3530
APT-USDT,2026-04-06 23:00,摆动点,多,7,0.8386,空,空,空,多,多,多,0.1940,46.7509,3.2983,26.1340,32.7085,17.0402,-0.0006,-0.0058,-0.0380,-0.0261,0.2736,0.1238,-200.9974,-43.6712,-109.0881,空,空,空,多,多,多,多,空,多,0,-0.5008,0,-1.0613,1,3.9232
APT-USDT,2026-04-07 00:00,摆动点,多,7,0.8378,空,空,空,多,多,多,0.0485,35.7212,3.2983,26.8186,31.8208,17.0402,-0.0018,-0.0067,-0.0380,0.0210,0.2000,0.1238,-162.5260,-107.8634,-109.0881,空,空,空,多,多,多,多,多,多,0,-0.3223,0,-0.7997,1,2.8288
APT-USDT,2026-04-07 01:00,摆动点,多,7,0.8317,空,空,空,多,多,多,0.0485,35.7212,3.2983,27.9335,31.8208,17.0402,-0.0031,-0.0067,-0.0380,-0.0283,0.2000,0.1238,-171.8541,-107.8634,-109.0881,空,空,空,多,多,多,多,多,多,1,0.0842,0,-0.4208,1,4.1842
APT-USDT,2026-04-07 02:00,摆动点,多,7,0.8347,空,空,空,多,多,多,8.6027,35.7212,3.2983,29.1323,31.8208,17.0402,-0.0040,-0.0067,-0.0380,0.0833,0.2000,0.1238,-149.0330,-107.8634,-109.0881,空,空,空,多,多,多,多,多,多,0,-0.3714,0,-1.0663,1,3.7139
APT-USDT,2026-04-07 03:00,摆动点,多,7,0.8344,空,空,空,多,多,多,10.7389,35.7212,3.2983,30.2455,31.8208,17.0402,-0.0046,-0.0067,-0.0380,0.1246,0.2000,0.1238,-119.5489,-107.8634,-109.0881,空,空,空,多,多,多,多,多,多,1,0.0120,0,-1.5580,1,4.0029
APT-USDT,2026-04-07 04:00,摆动点,多,6,0.8351,空,空,空,空,多,多,15.1449,30.4076,3.2983,30.9496,31.1029,17.0402,-0.0050,-0.0074,-0.0380,0.1747,0.2277,0.1238,-101.7340,-109.6264,-109.0881,空,空,空,多,多,多,多,多,多,0,-0.0838,0,-1.2933,1,4.3827
APT-USDT,2026-04-07 05:00,摆动点,多,6,0.8324,空,空,空,空,多,多,11.7279,30.4076,3.2983,31.7177,31.1029,17.0402,-0.0054,-0.0074,-0.0380,0.1654,0.2277,0.1238,-98.3235,-109.6264,-109.0881,空,空,空,多,多,多,空,多,多,1,0.4926,0,-0.1802,1,5.2979
APT-USDT,2026-04-07 06:00,摆动点,多,6,0.8316,空,空,空,空,多,多,10.6867,30.4076,3.2983,32.8368,31.1029,17.0402,-0.0058,-0.0074,-0.0380,0.1803,0.2277,0.1238,-98.1085,-109.6264,-109.0881,空,空,空,多,多,多,空,多,多,1,0.0481,0,-0.9139,1,5.7961
APT-USDT,2026-04-07 08:00,摆动点,多,6,0.8344,空,空,空,多,多,多,26.8828,24.8784,3.2983,33.1301,30.2022,17.0402,-0.0057,-0.0082,-0.0380,0.2718,0.1524,0.1238,-60.7705,-101.9162,-109.0881,空,空,空,多,多,多,空,多,多,0,-0.3955,0,-0.1678,1,4.2426
APT-USDT,2026-04-07 09:00,摆动点,多,6,0.8365,空,空,空,多,多,多,40.7226,24.8784,3.2983,32.7282,30.2022,17.0402,-0.0054,-0.0082,-0.0380,0.3326,0.1524,0.1238,-47.7555,-101.9162,-109.0881,空,空,空,N/A,多,多,空,多,多,0,-0.9922,1,1.6975,1,3.4668
APT-USDT,2026-04-07 10:00,摆动点,多,6,0.8320,空,空,空,多,多,多,38.6051,24.8784,3.2983,32.6849,30.2022,17.0402,-0.0055,-0.0082,-0.0380,0.2633,0.1524,0.1238,-57.7027,-101.9162,-109.0881,空,空,空,多,多,多,空,多,多,0,-0.7452,1,5.1683,1,4.1106
APT-USDT,2026-04-07 11:00,摆动点,多,6,0.8297,空,空,空,多,多,多,38.7473,24.8784,3.2983,33.0199,30.2022,17.0402,-0.0056,-0.0082,-0.0380,0.2350,0.1524,0.1238,-79.6308,-101.9162,-109.0881,空,空,空,多,多,多,空,多,多,0,-1.0004,1,5.0380,1,3.9773
APT-USDT,2026-04-07 12:00,摆动点,多,7,0.8311,空,空,空,多,多,多,52.9016,15.0554,3.2983,34.0511,29.8958,17.0402,-0.0056,-0.0094,-0.0380,0.2846,0.0399,0.1238,-90.0289,-135.5708,-109.0881,空,空,空,多,多,多,空,多,多,0,-0.8182,1,3.6578,1,3.2126
APT-USDT,2026-04-07 13:00,摆动点,多,7,0.8282,空,空,空,多,多,多,39.1264,15.0554,3.2983,34.5711,29.8958,17.0402,-0.0057,-0.0094,-0.0380,0.2318,0.0399,0.1238,-71.2090,-135.5708,-109.0881,空,空,空,多,多,多,空,多,多,1,0.3260,1,4.6245,1,3.9966
APT-USDT,2026-04-07 14:00,摆动点,多,7,0.8258,空,空,空,多,多,多,25.2972,15.0554,3.2983,35.4635,29.8958,17.0402,-0.0060,-0.0094,-0.0380,0.1812,0.0399,0.1238,-104.9345,-135.5708,-109.0881,空,空,空,多,多,多,多,多,多,0,-0.2180,1,4.8317,1,1.8406
APT-USDT,2026-04-07 15:00,摆动点,多,8,0.8214,空,空,空,多,多,多,8.0997,15.0554,3.2983,36.5121,29.8958,17.0402,-0.0064,-0.0094,-0.0380,0.0725,0.0399,0.1238,-144.6645,-135.5708,-109.0881,空,空,空,多,多,多,多,多,多,1,1.7166,1,5.6489,1,2.7879
APT-USDT,2026-04-07 16:00,摆动点,多,6,0.8243,空,空,空,多,多,多,30.8413,31.7419,16.3326,37.7463,29.7893,16.7712,-0.0065,-0.0091,-0.0382,0.1398,0.3341,0.2267,-170.7277,-93.7990,-84.8546,空,空,空,多,N/A,多,多,空,空,1,1.0554,1,5.7503,1,2.4142
APT-USDT,2026-04-07 17:00,摆动点,多,6,0.8309,空,空,空,多,多,多,73.7833,31.7419,16.3326,36.9453,29.7893,16.7712,-0.0060,-0.0091,-0.0382,0.4290,0.3341,0.2267,-54.5240,-93.7990,-84.8546,空,空,空,N/A,N/A,多,空,空,空,1,2.3830,1,5.4880,1,2.0580
APT-USDT,2026-04-07 18:00,摆动点,多,6,0.8240,空,空,空,多,多,多,63.3806,31.7419,16.3326,36.2015,29.7893,16.7712,-0.0060,-0.0091,-0.0382,0.0945,0.3341,0.2267,-102.8690,-93.7990,-84.8546,空,空,空,多,N/A,多,多,空,空,1,6.1893,1,6.7718,1,1.7840
APT-USDT,2026-04-07 19:00,摆动点,多,6,0.8355,空,空,空,多,多,多,93.2327,31.7419,16.3326,34.5631,29.7893,16.7712,-0.0051,-0.0091,-0.0382,0.7386,0.3341,0.2267,8.6420,-93.7990,-84.8546,空,空,空,空,N/A,多,多,空,空,1,4.3088,1,5.0030,1,0.6463
APT-USDT,2026-04-07 20:00,摆动点,多,6,0.8330,空,多,空,多,多,多,86.3216,73.9159,16.3326,32.4802,29.0138,16.7712,-0.0045,-0.0059,-0.0382,0.6165,0.9722,0.2267,77.4753,103.9027,-84.8546,空,空,空,N/A,空,多,多,空,空,1,3.4214,1,4.4178,1,0.7443
APT-USDT,2026-04-07 21:00,摆动点,多,6,0.8507,多,多,空,多,多,多,98.2722,73.9159,16.3326,31.6100,29.0138,16.7712,-0.0025,-0.0059,-0.0382,1.2820,0.9722,0.2267,249.2290,103.9027,-84.8546,空,空,空,空,空,多,空,空,空,1,1.8573,1,1.7397,0,-1.0462
APT-USDT,2026-04-07 22:00,摆动点,多,6,0.8750,多,多,空,多,多,多,98.2722,73.9159,16.3326,32.2655,29.0138,16.7712,0.0010,-0.0059,-0.0382,1.4211,0.9722,0.2267,392.9400,103.9027,-84.8546,多,空,空,空,空,多,空,空,空,0,-1.0629,0,-1.0057,0,-4.5600
APT-USDT,2026-04-07 23:00,摆动点,多,6,0.8715,多,多,空,多,多,多,95.5251,73.9159,16.3326,33.1493,29.0138,16.7712,0.0034,-0.0059,-0.0382,1.1453,0.9722,0.2267,312.1222,103.9027,-84.8546,多,空,空,空,空,多,空,空,空,0,-0.4246,0,-1.0098,0,-4.5324
APT-USDT,2026-04-08 00:00,摆动点,多,6,0.8615,多,多,空,多,多,多,82.7037,84.1725,16.3326,32.9523,28.2936,16.7712,0.0045,-0.0036,-0.0382,0.9082,0.8652,0.2267,182.2748,124.4310,-84.8546,多,空,空,空,空,多,空,空,空,1,1.1840,0,-0.4295,0,-4.2484
APT-USDT,2026-04-08 01:00,摆动点,多,6,0.8665,多,多,空,多,多,多,81.9807,84.1725,16.3326,32.7694,28.2936,16.7712,0.0057,-0.0036,-0.0382,0.9275,0.8652,0.2267,142.9218,124.4310,-84.8546,多,空,空,空,空,多,空,空,空,1,1.1541,0,-0.6001,0,-5.4587
APT-USDT,2026-04-08 02:00,摆动点,多,6,0.8657,多,多,空,多,多,多,78.9542,84.1725,16.3326,33.0798,28.2936,16.7712,0.0065,-0.0036,-0.0382,0.8679,0.8652,0.2267,131.8144,124.4310,-84.8546,多,空,空,空,空,多,空,空,空,1,1.6287,0,-2.8532,0,-5.1403
APT-USDT,2026-04-08 03:00,摆动点,多,6,0.8678,多,多,空,多,多,多,81.0460,84.1725,16.3326,33.3680,28.2936,16.7712,0.0072,-0.0036,-0.0382,0.8551,0.8652,0.2267,109.6505,124.4310,-84.8546,多,空,空,空,空,多,空,空,空,1,1.0947,0,-2.7080,0,-5.4045
APT-USDT,2026-04-08 04:00,摆动点,多,6,0.8717,多,多,空,多,多,多,83.9458,98.3851,16.3326,34.0201,28.1194,16.7712,0.0080,-0.0010,-0.0382,0.8633,0.9567,0.2267,109.0682,147.7723,-84.8546,多,空,空,空,空,多,空,空,空,0,-0.2180,0,-3.1548,0,-5.4147
APT-USDT,2026-04-08 05:00,摆动点,多,6,0.8765,多,多,空,多,多,多,87.4049,98.3851,16.3326,35.0287,28.1194,16.7712,0.0089,-0.0010,-0.0382,0.8771,0.9567,0.2267,112.0855,147.7723,-84.8546,多,空,空,空,空,多,空,空,空,0,-1.2550,0,-3.2516,0,-5.9783
APT-USDT,2026-04-08 06:00,摆动点,多,6,0.8798,多,多,空,多,多,多,90.6159,98.3851,16.3326,35.9815,28.1194,16.7712,0.0098,-0.0010,-0.0382,0.8701,0.9567,0.2267,104.1149,147.7723,-84.8546,多,空,空,空,空,多,空,空,空,0,-1.5458,0,-4.6715,0,-5.7854
APT-USDT,2026-04-08 07:00,摆动点,多,6,0.8773,多,多,空,多,多,多,87.0692,98.3851,16.3326,36.7834,28.1194,16.7712,0.0102,-0.0010,-0.0382,0.8062,0.9567,0.2267,89.6224,147.7723,-84.8546,多,空,空,空,空,多,多,空,空,0,-1.6642,0,-4.1491,0,-5.8589
APT-USDT,2026-04-08 08:00,摆动点,多,6,0.8698,多,多,空,多,多,多,63.3593,81.8889,16.3326,36.6380,27.3040,16.7712,0.0097,-0.0002,-0.0382,0.6979,0.7151,0.2267,62.6740,86.9243,-84.8546,多,空,空,N/A,空,多,多,多,空,0,-1.3796,0,-3.5181,0,-5.2081
