symbol,time_str,std,direction,score,entry,dmi_1h,dmi_4h,dmi_1d,sw_1h,sw_4h,sw_1d,srsi_1h,srsi_4h,srsi_1d,adx_1h,adx_4h,adx_1d,macd_1h,macd_4h,macd_1d,bbp_1h,bbp_4h,bbp_1d,cci_1h,cci_4h,cci_1d,ema_1h,ema_4h,ema_1d,boll_1h,boll_4h,boll_1d,cci_dir_1h,cci_dir_4h,cci_dir_1d,win_4H,pct_4H,win_12H,pct_12H,win_24H,pct_24H
APT-USDT,2026-05-15 14:00,DMI纯分,多,6,0.9833,空,空,多,空,多,多,19.9286,3.7869,5.2298,32.9504,19.6156,37.2918,-0.0153,-0.0204,0.0280,0.0291,-0.0494,0.3240,-161.2545,-174.5583,-23.7943,空,空,多,多,多,N/A,多,多,空,1,1.4848,1,0.7831,0,-2.8577
APT-USDT,2026-05-15 14:00,ADX加权,多,6,0.9833,空,空,多,空,多,多,19.9286,3.7869,5.2298,32.9504,19.6156,37.2918,-0.0153,-0.0204,0.0280,0.0291,-0.0494,0.3240,-161.2545,-174.5583,-23.7943,空,空,多,多,多,N/A,多,多,空,1,1.4848,1,0.7831,0,-2.8577
APT-USDT,2026-05-15 14:00,摆动点,多,7,0.9833,空,空,多,空,多,多,19.9286,3.7869,5.2298,32.9504,19.6156,37.2918,-0.0153,-0.0204,0.0280,0.0291,-0.0494,0.3240,-161.2545,-174.5583,-23.7943,空,空,多,多,多,N/A,多,多,空,1,1.4848,1,0.7831,0,-2.8577
APT-USDT,2026-05-15 15:00,摆动点,多,6,0.9841,空,空,多,空,多,多,21.7984,3.7869,5.2298,34.9546,19.6156,37.2918,-0.0165,-0.0204,0.0280,0.0873,-0.0494,0.3240,-138.4904,-174.5583,-23.7943,空,空,多,多,多,N/A,多,多,空,1,1.1381,1,0.2540,0,-2.6522
APT-USDT,2026-05-15 16:00,摆动点,多,6,0.9946,空,空,多,空,多,多,51.4626,15.6560,4.2678,35.8082,20.6965,35.6731,-0.0163,-0.0222,0.0194,0.2160,0.0920,0.2166,-107.0747,-151.3144,-86.9380,空,空,多,多,多,多,多,多,空,0,-0.5429,0,-1.4378,0,-3.9011
APT-USDT,2026-05-15 17:00,摆动点,多,6,0.9988,空,空,多,空,多,多,81.4844,15.6560,4.2678,36.1823,20.6965,35.6731,-0.0157,-0.0222,0.0194,0.2785,0.0920,0.2166,-80.6093,-151.3144,-86.9380,空,空,多,多,多,多,空,多,空,0,-1.1614,0,-2.1125,0,-4.1850
APT-USDT,2026-05-15 18:00,摆动点,多,6,0.9979,空,空,多,空,多,多,92.0859,15.6560,4.2678,36.2343,20.6965,35.6731,-0.0151,-0.0222,0.0194,0.2900,0.0920,0.2166,-73.0825,-151.3144,-86.9380,空,空,多,多,多,多,空,多,空,0,-0.8418,0,-3.1165,0,-4.4493
APT-USDT,2026-05-15 19:00,摆动点,多,6,0.9953,空,空,多,空,多,多,92.9859,15.6560,4.2678,36.3473,20.6965,35.6731,-0.0147,-0.0222,0.0194,0.2841,0.0920,0.2166,-72.4629,-151.3144,-86.9380,空,空,多,多,多,多,空,多,空,0,-0.7134,0,-3.6471,0,-4.4710
APT-USDT,2026-05-15 23:00,摆动点,多,6,0.9882,空,空,多,多,空,多,76.7716,12.7087,4.2678,38.0511,21.7002,35.6731,-0.0139,-0.0239,0.0194,0.2728,0.0963,0.2166,-67.1940,-139.9525,-86.9380,空,空,多,多,多,多,空,多,空,0,-0.1619,0,-4.0478,0,-4.2603
APT-USDT,2026-05-16 00:00,摆动点,多,6,0.9891,空,空,多,多,空,多,81.7318,13.8035,4.2678,38.2823,22.6665,35.6731,-0.0134,-0.0251,0.0194,0.3062,0.1307,0.2166,-58.8593,-127.3342,-86.9380,空,空,多,N/A,多,多,空,多,空,0,-0.8897,0,-3.9430,0,-4.9237
APT-USDT,2026-05-16 01:00,摆动点,多,6,0.9920,空,空,多,多,空,多,93.0703,13.8035,4.2678,38.6194,22.6665,35.6731,-0.0126,-0.0251,0.0194,0.3709,0.1307,0.2166,-52.4154,-127.3342,-86.9380,空,空,多,N/A,多,多,空,多,空,0,-1.4415,0,-4.1230,0,-5.6956
APT-USDT,2026-05-16 02:00,摆动点,多,6,0.9910,空,空,多,多,空,多,94.3156,13.8035,4.2678,38.8616,22.6665,35.6731,-0.0119,-0.0251,0.0194,0.3726,0.1307,0.2166,-44.5943,-127.3342,-86.9380,空,空,多,N/A,多,多,空,多,空,0,-2.4420,0,-3.6125,0,-5.4692
APT-USDT,2026-05-16 03:00,摆动点,多,6,0.9866,空,空,多,多,空,多,78.3436,13.8035,4.2678,39.2921,22.6665,35.6731,-0.0116,-0.0251,0.0194,0.3132,0.1307,0.2166,-56.7757,-127.3342,-86.9380,空,空,多,N/A,多,多,空,多,空,0,-2.7975,0,-2.8988,0,-4.4395
APT-USDT,2026-05-16 04:00,摆动点,多,6,0.9803,空,空,多,多,空,多,48.9716,4.2744,4.2678,40.2803,24.5550,35.6731,-0.0117,-0.0280,0.0194,0.2170,0.0219,0.2166,-95.0358,-160.4444,-86.9380,空,空,多,多,多,多,空,多,空,0,-2.2952,0,-2.4992,0,-3.5193
APT-USDT,2026-05-16 05:00,DMI纯分,多,6,0.9777,空,空,多,多,空,多,16.8327,4.2744,4.2678,41.1979,24.5550,35.6731,-0.0119,-0.0280,0.0194,0.1906,0.0219,0.2166,-108.8669,-160.4444,-86.9380,空,空,多,多,多,多,多,多,空,0,-3.0480,0,-2.1172,0,-2.8127
APT-USDT,2026-05-16 05:00,ADX加权,多,6,0.9777,空,空,多,多,空,多,16.8327,4.2744,4.2678,41.1979,24.5550,35.6731,-0.0119,-0.0280,0.0194,0.1906,0.0219,0.2166,-108.8669,-160.4444,-86.9380,空,空,多,多,多,多,多,多,空,0,-3.0480,0,-2.1172,0,-2.8127
APT-USDT,2026-05-16 05:00,摆动点,多,7,0.9777,空,空,多,多,空,多,16.8327,4.2744,4.2678,41.1979,24.5550,35.6731,-0.0119,-0.0280,0.0194,0.1906,0.0219,0.2166,-108.8669,-160.4444,-86.9380,空,空,多,多,多,多,多,多,空,0,-3.0480,0,-2.1172,0,-2.8127
APT-USDT,2026-05-16 06:00,DMI纯分,多,6,0.9668,空,空,多,多,空,多,5.3873,4.2744,4.2678,42.7953,24.5550,35.6731,-0.0128,-0.0280,0.0194,-0.0090,0.0219,0.2166,-196.1968,-160.4444,-86.9380,空,空,多,多,多,多,多,多,空,0,-2.2031,0,-1.3757,0,-1.7170
APT-USDT,2026-05-16 06:00,ADX加权,多,6,0.9668,空,空,多,多,空,多,5.3873,4.2744,4.2678,42.7953,24.5550,35.6731,-0.0128,-0.0280,0.0194,-0.0090,0.0219,0.2166,-196.1968,-160.4444,-86.9380,空,空,多,多,多,多,多,多,空,0,-2.2031,0,-1.3757,0,-1.7170
APT-USDT,2026-05-16 06:00,摆动点,多,7,0.9668,空,空,多,多,空,多,5.3873,4.2744,4.2678,42.7953,24.5550,35.6731,-0.0128,-0.0280,0.0194,-0.0090,0.0219,0.2166,-196.1968,-160.4444,-86.9380,空,空,多,多,多,多,多,多,空,0,-2.2031,0,-1.3757,0,-1.7170
APT-USDT,2026-05-16 07:00,摆动点,多,6,0.9590,空,空,多,多,空,多,0.0000,4.2744,4.2678,44.8366,24.5550,35.6731,-0.0139,-0.0280,0.0194,-0.1138,0.0219,0.2166,-272.0690,-160.4444,-86.9380,空,空,多,多,多,多,多,多,空,0,-1.1262,0,-0.8551,0,-0.3128
APT-USDT,2026-05-16 08:00,摆动点,多,6,0.9578,空,空,多,多,空,多,0.0000,1.9883,4.2678,46.7321,26.3761,35.6731,-0.0148,-0.0308,0.0194,-0.0758,0.0136,0.2166,-197.8983,-165.4440,-86.9380,空,空,多,多,多,多,多,多,空,0,-0.8039,0,-0.6891,0,-0.4803
APT-USDT,2026-05-16 11:00,DMI纯分,多,6,0.9482,空,空,多,空,空,多,10.8053,1.9883,4.2678,52.4087,26.3761,35.6731,-0.0175,-0.0308,0.0194,0.0586,0.0136,0.2166,-139.9121,-165.4440,-86.9380,空,空,多,多,多,多,多,多,空,1,1.0335,0,-0.2215,1,1.8561
APT-USDT,2026-05-16 11:00,ADX加权,多,6,0.9482,空,空,多,空,空,多,10.8053,1.9883,4.2678,52.4087,26.3761,35.6731,-0.0175,-0.0308,0.0194,0.0586,0.0136,0.2166,-139.9121,-165.4440,-86.9380,空,空,多,多,多,多,多,多,空,1,1.0335,0,-0.2215,1,1.8561
APT-USDT,2026-05-16 11:00,摆动点,多,6,0.9482,空,空,多,空,空,多,10.8053,1.9883,4.2678,52.4087,26.3761,35.6731,-0.0175,-0.0308,0.0194,0.0586,0.0136,0.2166,-139.9121,-165.4440,-86.9380,空,空,多,多,多,多,多,多,空,1,1.0335,0,-0.2215,1,1.8561
APT-USDT,2026-05-16 12:00,摆动点,多,6,0.9501,空,空,多,多,空,多,21.1647,11.4729,4.2678,53.6634,28.0671,35.6731,-0.0174,-0.0318,0.0194,0.1323,0.1028,0.2166,-113.8511,-136.6079,-86.9380,空,空,多,多,多,多,多,多,空,1,0.5999,0,-1.0209,1,1.3157
APT-USDT,2026-05-16 13:00,摆动点,多,6,0.9511,空,空,多,多,空,多,29.9341,11.4729,4.2678,54.7571,28.0671,35.6731,-0.0171,-0.0318,0.0194,0.1804,0.1028,0.2166,-94.6579,-136.6079,-86.9380,空,空,多,多,多,多,空,多,空,1,0.6203,0,-1.6402,0,-0.6834
APT-USDT,2026-05-16 14:00,摆动点,多,6,0.9552,空,空,多,多,空,多,49.7789,11.4729,4.2678,54.6621,28.0671,35.6731,-0.0163,-0.0318,0.0194,0.2608,0.1028,0.2166,-72.1169,-136.6079,-86.9380,空,空,多,多,多,多,空,多,空,0,-0.1780,0,-1.9263,0,-1.3296
APT-USDT,2026-05-16 15:00,摆动点,多,6,0.9580,空,空,多,多,空,多,67.6792,11.4729,4.2678,54.3090,28.0671,35.6731,-0.0153,-0.0318,0.0194,0.3202,0.1028,0.2166,-51.6953,-136.6079,-86.9380,空,空,多,N/A,多,多,空,多,空,0,-0.7516,0,-1.5866,0,-1.7850
APT-USDT,2026-05-19 00:00,摆动点,多,6,0.9509,多,空,多,多,多,多,100.0000,93.9536,4.8302,22.1151,39.6528,29.6447,0.0019,-0.0234,-0.0024,0.9980,0.4444,0.1666,180.8018,-9.3725,-116.9646,多,空,空,空,N/A,多,空,空,多,0,-0.4943,0,-1.1358,0,-2.1559
APT-USDT,2026-05-19 01:00,摆动点,多,6,0.9435,多,空,多,多,多,多,82.8101,93.9536,4.8302,20.9049,39.6528,29.6447,0.0022,-0.0234,-0.0024,0.7873,0.4444,0.1666,113.4793,-9.3725,-116.9646,多,空,空,空,N/A,多,空,空,多,1,0.0848,0,-0.1166,0,-0.9857
APT-USDT,2026-05-19 02:00,摆动点,多,6,0.9410,空,空,多,多,多,多,72.9902,93.9536,4.8302,19.5937,39.6528,29.6447,0.0022,-0.0234,-0.0024,0.7064,0.4444,0.1666,76.9231,-9.3725,-116.9646,多,空,空,空,N/A,多,多,空,多,1,0.9883,0,-0.6908,0,-1.1796
APT-USDT,2026-05-19 03:00,摆动点,多,6,0.9439,空,空,多,多,多,多,73.0810,93.9536,4.8302,18.3753,39.6528,29.6447,0.0024,-0.0234,-0.0024,0.7489,0.4444,0.1666,78.0668,-9.3725,-116.9646,多,空,空,空,N/A,多,多,空,多,1,0.7416,0,-0.7840,0,-1.3031
APT-USDT,2026-05-19 04:00,摆动点,多,6,0.9462,空,空,多,多,多,多,77.7377,98.4884,4.8302,17.0717,39.1212,29.6447,0.0027,-0.0211,-0.0024,0.7739,0.5834,0.1666,84.7123,13.0530,-116.9646,多,空,空,空,N/A,多,多,多,多,1,0.4333,0,-0.3276,0,-0.9723
APT-USDT,2026-05-19 05:00,摆动点,多,6,0.9443,空,空,多,多,多,多,75.4413,98.4884,4.8302,16.3401,39.1212,29.6447,0.0028,-0.0211,-0.0024,0.7080,0.5834,0.1666,61.2490,13.0530,-116.9646,多,空,空,空,N/A,多,多,多,多,0,-0.1271,0,-0.2753,1,0.0635
APT-USDT,2026-05-19 06:00,摆动点,多,6,0.9503,多,空,多,多,多,多,87.7882,98.4884,4.8302,15.5562,39.1212,29.6447,0.0033,-0.0211,-0.0024,0.8212,0.5834,0.1666,95.9079,13.0530,-116.9646,多,空,空,空,N/A,多,多,多,多,0,-0.8945,0,-1.5679,0,-0.5788
APT-USDT,2026-05-19 07:00,摆动点,多,6,0.9509,多,空,多,多,多,多,90.8858,98.4884,4.8302,14.8281,39.1212,29.6447,0.0037,-0.0211,-0.0024,0.8020,0.5834,0.1666,94.7629,13.0530,-116.9646,多,空,空,空,N/A,多,多,多,多,0,-1.6616,0,-1.7773,0,-0.9360
APT-USDT,2026-05-19 08:00,摆动点,多,6,0.9503,空,空,多,多,多,多,83.8216,76.0829,4.8302,13.7724,38.8691,29.6447,0.0040,-0.0202,-0.0024,0.7647,0.3247,0.1666,77.1366,-20.2869,-116.9646,多,空,空,空,N/A,多,多,空,多,0,-1.0733,0,-1.3890,0,-0.8418
APT-USDT,2026-05-19 09:00,摆动点,多,6,0.9431,空,空,多,多,多,多,28.9145,76.0829,4.8302,13.3203,38.8691,29.6447,0.0035,-0.0202,-0.0024,0.5871,0.3247,0.1666,42.7078,-20.2869,-116.9646,多,空,空,N/A,N/A,多,多,空,多,0,-0.0742,0,-0.9437,0,-0.0742
APT-USDT,2026-05-19 10:00,摆动点,多,7,0.9418,空,空,多,多,多,多,13.1481,76.0829,4.8302,13.3770,38.8691,29.6447,0.0030,-0.0202,-0.0024,0.5392,0.3247,0.1666,8.8603,-20.2869,-116.9646,多,空,空,N/A,N/A,多,多,空,多,0,-0.7751,0,-1.4122,1,0.0425
APT-USDT,2026-05-19 11:00,摆动点,多,6,0.9351,空,空,多,多,多,多,0.0000,76.0829,4.8302,13.8280,38.8691,29.6447,0.0021,-0.0202,-0.0024,0.3488,0.3247,0.1666,-34.9703,-20.2869,-116.9646,多,空,空,N/A,N/A,多,空,空,多,1,0.1497,0,-0.5668,1,0.1390
APT-USDT,2026-05-19 12:00,摆动点,多,7,0.9401,空,空,多,多,多,多,19.5437,74.8675,4.8302,14.2472,38.8547,29.6447,0.0017,-0.0193,-0.0024,0.4466,0.3731,0.1666,-34.8625,-35.0102,-116.9646,多,空,空,N/A,N/A,多,空,空,多,1,0.3191,0,-1.0318,1,0.1170
APT-USDT,2026-05-19 13:00,摆动点,多,6,0.9424,空,空,多,多,多,多,33.0366,74.8675,4.8302,13.5747,38.8547,29.6447,0.0016,-0.0193,-0.0024,0.4957,0.3731,0.1666,5.8545,-35.0102,-116.9646,多,空,空,N/A,N/A,多,多,空,多,0,-0.0743,0,-0.8701,0,-0.6791
APT-USDT,2026-05-19 14:00,摆动点,多,7,0.9345,空,空,多,多,多,多,11.9236,74.8675,4.8302,14.1635,38.8547,29.6447,0.0008,-0.0193,-0.0024,0.0504,0.3731,0.1666,-117.6471,-35.0102,-116.9646,多,空,空,多,N/A,多,多,空,多,1,0.0963,0,-0.4922,1,1.7228
APT-USDT,2026-05-19 15:00,摆动点,多,7,0.9365,空,空,多,多,多,多,15.6814,74.8675,4.8302,14.7101,38.8547,29.6447,0.0004,-0.0193,-0.0024,0.1647,0.3731,0.1666,-132.9066,-35.0102,-116.9646,多,空,空,多,N/A,多,多,空,多,0,-0.2670,0,-0.5232,1,1.9221
APT-USDT,2026-05-21 09:00,DMI纯分,多,6,0.9590,多,空,多,多,多,空,17.1894,67.8890,15.9957,17.4480,26.7747,26.2297,0.0051,-0.0044,-0.0068,0.5784,0.6385,0.2876,65.7593,98.1981,-73.5396,多,空,空,N/A,N/A,多,多,多,空,0,-0.4275,1,1.8874,1,2.5652
APT-USDT,2026-05-22 15:00,DMI纯分,多,6,0.9803,多,多,多,多,多,空,19.3567,81.3505,25.1356,20.6137,21.6666,25.4426,0.0062,0.0060,-0.0063,0.4979,0.8151,0.3814,-26.3414,127.9102,-43.8089,多,多,空,N/A,空,N/A,空,空,空,0,-3.5193,0,-3.4785,0,-3.8560
APT-USDT,2026-05-22 20:00,摆动点,多,6,0.9552,空,空,空,多,多,空,11.5217,12.1281,16.3183,21.9275,20.5189,23.7433,-0.0016,0.0012,-0.0089,0.0409,0.2670,0.2468,-199.5596,-63.7938,-81.8749,空,多,空,多,多,多,多,空,空,0,-1.5075,0,-4.2818,1,4.4598
APT-USDT,2026-05-23 02:00,摆动点,多,6,0.9453,空,空,空,多,多,空,10.3288,8.3772,16.3183,29.8547,20.1526,23.7433,-0.0080,-0.0002,-0.0089,0.1976,0.3381,0.2468,-93.4194,-70.2723,-81.8749,空,空,空,多,N/A,多,空,空,空,0,-0.7934,0,-0.7299,1,2.0523
APT-USDT,2026-05-23 04:00,摆动点,多,6,0.9392,空,空,空,多,多,空,11.7618,2.0943,16.3183,31.1450,21.2826,23.7433,-0.0087,-0.0039,-0.0089,0.1842,-0.0668,0.2468,-84.2737,-170.5046,-81.8749,空,空,空,多,多,多,空,多,空,0,-2.6512,1,1.3096,1,2.2785
APT-USDT,2026-05-23 05:00,摆动点,多,6,0.9371,空,空,空,多,多,空,7.3610,2.0943,16.3183,32.1278,21.2826,23.7433,-0.0091,-0.0039,-0.0089,0.1927,-0.0668,0.2468,-88.6828,-170.5046,-81.8749,空,空,空,多,多,多,空,多,空,0,-2.8279,1,1.5473,1,2.0702
APT-USDT,2026-05-23 06:00,摆动点,多,6,0.9378,空,空,空,多,多,空,6.1476,2.0943,16.3183,33.0404,21.2826,23.7433,-0.0094,-0.0039,-0.0089,0.2298,-0.0668,0.2468,-83.5806,-170.5046,-81.8749,空,空,空,多,多,多,空,多,空,0,-2.6658,1,2.9217,1,2.9324
APT-USDT,2026-05-23 07:00,摆动点,多,6,0.9129,空,空,空,多,多,空,1.5342,2.0943,16.3183,35.3092,21.2826,23.7433,-0.0114,-0.0039,-0.0089,0.0039,-0.0668,0.2468,-147.3084,-170.5046,-81.8749,空,空,空,多,多,多,多,多,空,0,-0.2958,1,5.6523,1,5.2580
APT-USDT,2026-05-23 08:00,摆动点,多,6,0.9143,空,空,空,多,多,空,6.6552,2.0943,16.3183,37.4159,22.3318,23.7433,-0.0128,-0.0070,-0.0089,0.0556,-0.0362,0.2468,-160.5784,-195.8856,-81.8749,空,空,空,多,多,多,多,多,空,1,0.1641,1,9.1327,1,5.6655
APT-USDT,2026-05-23 17:00,DMI纯分,多,6,0.9516,多,多,多,多,空,空,100.0000,51.8018,18.0663,34.8419,20.5948,22.1929,-0.0052,-0.0048,-0.0102,0.8075,0.5874,0.2839,105.3625,16.5140,-57.4003,空,空,空,空,N/A,多,空,多,空,1,3.1526,1,0.5149,0,-0.0315
APT-USDT,2026-05-23 18:00,DMI纯分,多,6,0.9652,多,多,多,多,空,空,100.0000,51.8018,18.0663,33.9107,20.5948,22.1929,-0.0025,-0.0048,-0.0102,0.9937,0.5874,0.2839,147.6398,16.5140,-57.4003,空,空,空,空,N/A,多,空,多,空,1,0.5387,1,0.0104,0,-1.9167
APT-USDT,2026-05-23 19:00,DMI纯分,多,6,0.9645,多,多,多,多,空,空,99.0764,51.8018,18.0663,33.0461,20.5948,22.1929,-0.0004,-0.0048,-0.0102,0.9276,0.5874,0.2839,136.5790,16.5140,-57.4003,空,空,空,空,N/A,多,空,多,空,1,0.6532,0,-0.3733,0,-1.6485
APT-USDT,2026-05-23 20:00,DMI纯分,多,6,0.9978,多,多,多,多,空,空,99.7691,66.9914,18.0663,33.7871,20.8846,22.1929,0.0039,-0.0027,-0.0102,1.1831,0.6518,0.2839,202.2621,84.9938,-57.4003,多,空,空,空,N/A,多,空,多,空,0,-2.7060,0,-3.1770,0,-5.3919
APT-USDT,2026-05-23 21:00,DMI纯分,多,6,0.9816,多,多,多,多,空,空,86.0803,66.9914,18.0663,34.6001,20.8846,22.1929,0.0059,-0.0027,-0.0102,0.9362,0.6518,0.2839,173.6604,84.9938,-57.4003,多,空,空,空,N/A,多,空,多,空,0,-1.4161,0,-1.5485,0,-5.4197
APT-USDT,2026-05-23 22:00,DMI纯分,多,6,0.9704,多,多,多,多,空,空,74.9035,66.9914,18.0663,34.2688,20.8846,22.1929,0.0065,-0.0027,-0.0102,0.7942,0.6518,0.2839,113.5681,84.9938,-57.4003,多,空,空,空,N/A,多,空,多,空,0,-0.5874,0,-0.9068,0,-3.1843
APT-USDT,2026-05-23 23:00,DMI纯分,多,6,0.9708,多,多,多,多,空,空,69.1435,66.9914,18.0663,33.9613,20.8846,22.1929,0.0070,-0.0027,-0.0102,0.7767,0.6518,0.2839,88.9677,84.9938,-57.4003,多,空,空,空,N/A,多,多,多,空,0,-1.0301,0,-1.0301,0,-2.6370
APT-USDT,2026-05-24 00:00,DMI纯分,多,6,0.9708,多,多,多,多,空,空,67.0618,64.2290,18.0663,33.6660,21.0093,22.1929,0.0073,-0.0017,-0.0102,0.7541,0.5304,0.2839,78.6577,24.8314,-57.4003,多,空,空,空,N/A,多,多,多,空,0,-1.0507,0,-1.4833,0,-2.4104
APT-USDT,2026-05-24 01:00,DMI纯分,多,6,0.9677,多,多,多,多,空,空,61.2546,64.2290,18.0663,33.4309,21.0093,22.1929,0.0072,-0.0017,-0.0102,0.7065,0.5304,0.2839,68.2177,24.8314,-57.4003,多,空,空,空,N/A,多,多,多,空,0,-1.1574,0,-1.7671,0,-2.7488
APT-USDT,2026-05-24 02:00,DMI纯分,多,6,0.9647,多,多,多,多,空,空,47.8105,64.2290,18.0663,32.6442,21.0093,22.1929,0.0067,-0.0017,-0.0102,0.6641,0.5304,0.2839,50.7049,24.8314,-57.4003,多,空,空,N/A,N/A,多,多,多,空,1,0.0622,0,-1.6585,0,-2.2805
APT-USDT,2026-05-24 03:00,DMI纯分,多,6,0.9608,多,多,多,多,空,空,25.3495,64.2290,18.0663,31.6756,21.0093,22.1929,0.0060,-0.0017,-0.0102,0.6098,0.5304,0.2839,40.0330,24.8314,-57.4003,多,空,空,N/A,N/A,多,多,多,空,1,0.0104,0,-1.1137,0,-2.0296
APT-USDT,2026-05-24 04:00,DMI纯分,多,7,0.9606,多,多,多,多,空,空,11.0600,63.4068,18.0663,30.7761,20.7981,22.1929,0.0054,-0.0010,-0.0102,0.5896,0.5257,0.2839,31.9761,7.0147,-57.4003,多,空,空,N/A,N/A,多,多,多,空,1,0.5726,0,-0.8745,0,-1.1243
APT-USDT,2026-05-24 04:00,ADX加权,多,6,0.9606,多,多,多,多,空,空,11.0600,63.4068,18.0663,30.7761,20.7981,22.1929,0.0054,-0.0010,-0.0102,0.5896,0.5257,0.2839,31.9761,7.0147,-57.4003,多,空,空,N/A,N/A,多,多,多,空,1,0.5726,0,-0.8745,0,-1.1243
APT-USDT,2026-05-24 05:00,DMI纯分,多,7,0.9565,多,多,多,多,空,空,2.7493,63.4068,18.0663,29.1949,20.7981,22.1929,0.0045,-0.0010,-0.0102,0.5266,0.5257,0.2839,11.0212,7.0147,-57.4003,多,空,空,N/A,N/A,多,多,多,空,1,1.0350,0,-0.5436,1,0.0314
APT-USDT,2026-05-24 05:00,ADX加权,多,6,0.9565,多,多,多,多,空,空,2.7493,63.4068,18.0663,29.1949,20.7981,22.1929,0.0045,-0.0010,-0.0102,0.5266,0.5257,0.2839,11.0212,7.0147,-57.4003,多,空,空,N/A,N/A,多,多,多,空,1,1.0350,0,-0.5436,1,0.0314
APT-USDT,2026-05-24 06:00,DMI纯分,多,7,0.9653,多,多,多,多,空,空,14.3992,63.4068,18.0663,28.1775,20.7981,22.1929,0.0045,-0.0010,-0.0102,0.6036,0.5257,0.2839,26.6873,7.0147,-57.4003,多,空,空,N/A,N/A,多,多,多,空,0,-0.3833,0,-1.9269,0,-0.4869
APT-USDT,2026-05-24 06:00,ADX加权,多,6,0.9653,多,多,多,多,空,空,14.3992,63.4068,18.0663,28.1775,20.7981,22.1929,0.0045,-0.0010,-0.0102,0.6036,0.5257,0.2839,26.6873,7.0147,-57.4003,多,空,空,N/A,N/A,多,多,多,空,0,-0.3833,0,-1.9269,0,-0.4869
APT-USDT,2026-05-24 07:00,DMI纯分,多,7,0.9609,多,多,多,多,空,空,9.6425,63.4068,18.0663,27.3693,20.7981,22.1929,0.0040,-0.0010,-0.0102,0.5233,0.5257,0.2839,20.9717,7.0147,-57.4003,多,空,空,N/A,N/A,多,多,多,空,0,-0.0104,0,-1.2800,0,-0.0208
APT-USDT,2026-05-24 07:00,ADX加权,多,6,0.9609,多,多,多,多,空,空,9.6425,63.4068,18.0663,27.3693,20.7981,22.1929,0.0040,-0.0010,-0.0102,0.5233,0.5257,0.2839,20.9717,7.0147,-57.4003,多,空,空,N/A,N/A,多,多,多,空,0,-0.0104,0,-1.2800,0,-0.0208
APT-USDT,2026-05-24 08:00,DMI纯分,多,7,0.9661,多,多,多,多,空,空,19.2723,61.4324,18.0663,26.4671,20.6602,22.1929,0.0040,-0.0004,-0.0102,0.5736,0.5282,0.2839,16.4191,16.6164,-57.4003,多,空,空,N/A,N/A,多,多,多,空,0,-1.0040,0,-2.2875,0,-0.0518
APT-USDT,2026-05-24 08:00,ADX加权,多,6,0.9661,多,多,多,多,空,空,19.2723,61.4324,18.0663,26.4671,20.6602,22.1929,0.0040,-0.0004,-0.0102,0.5736,0.5282,0.2839,16.4191,16.6164,-57.4003,多,空,空,N/A,N/A,多,多,多,空,0,-1.0040,0,-2.2875,0,-0.0518
APT-USDT,2026-05-24 09:00,DMI纯分,多,7,0.9664,多,多,多,多,空,空,19.8393,61.4324,18.0663,25.8331,20.6602,22.1929,0.0040,-0.0004,-0.0102,0.5539,0.5282,0.2839,26.6741,16.6164,-57.4003,多,空,空,N/A,N/A,多,多,多,空,0,-1.6349,0,-3.9321,0,-0.3104
APT-USDT,2026-05-24 09:00,ADX加权,多,6,0.9664,多,多,多,多,空,空,19.8393,61.4324,18.0663,25.8331,20.6602,22.1929,0.0040,-0.0004,-0.0102,0.5539,0.5282,0.2839,26.6741,16.6164,-57.4003,多,空,空,N/A,N/A,多,多,多,空,0,-1.6349,0,-3.9321,0,-0.3104
APT-USDT,2026-05-24 10:00,DMI纯分,多,7,0.9616,多,多,多,多,空,空,16.6134,61.4324,18.0663,24.6682,20.6602,22.1929,0.0036,-0.0004,-0.0102,0.4265,0.5282,0.2839,-10.0676,16.6164,-57.4003,多,空,空,N/A,N/A,多,空,多,空,0,-1.3415,0,-2.2983,1,0.6448
APT-USDT,2026-05-24 10:00,ADX加权,多,6,0.9616,多,多,多,多,空,空,16.6134,61.4324,18.0663,24.6682,20.6602,22.1929,0.0036,-0.0004,-0.0102,0.4265,0.5282,0.2839,-10.0676,16.6164,-57.4003,多,空,空,N/A,N/A,多,空,多,空,0,-1.3415,0,-2.2983,1,0.6448
APT-USDT,2026-05-24 11:00,DMI纯分,多,7,0.9608,多,多,多,多,空,空,17.3176,61.4324,18.0663,23.4064,20.6602,22.1929,0.0032,-0.0004,-0.0102,0.3744,0.5282,0.2839,-50.8276,16.6164,-57.4003,多,空,空,N/A,N/A,多,空,多,空,0,-1.1137,0,-1.6236,0,-0.1665
APT-USDT,2026-05-24 11:00,ADX加权,多,6,0.9608,多,多,多,多,空,空,17.3176,61.4324,18.0663,23.4064,20.6602,22.1929,0.0032,-0.0004,-0.0102,0.3744,0.5282,0.2839,-50.8276,16.6164,-57.4003,多,空,空,N/A,N/A,多,空,多,空,0,-1.1137,0,-1.6236,0,-0.1665
APT-USDT,2026-05-24 12:00,DMI纯分,多,6,0.9564,空,多,多,多,空,空,5.1648,52.4819,18.0663,21.8503,19.2848,22.1929,0.0024,-0.0008,-0.0102,0.2496,0.4079,0.2839,-99.4707,-40.8328,-57.4003,多,空,空,多,N/A,多,空,空,空,0,-0.4391,0,-0.9410,1,0.7005
